PHASE,EDA_MAX,EDA_MIN,EDA_MEAN,EDA_MEDIAN,EDA_MODE,EDA_SD,EDA_DIFF,HR_MAX,HR_MIN,HR_MEAN,HR_MEDIAN,HR_MODE,HR_SD,HR_DIFF,SKT_MAX,SKT_MIN,SKT_MEAN,SKT_MEDIAN,SKT_MODE,SKT_SD,SKT_DIFF,BVP_MAX,BVP_MIN,BVP_MEAN,BVP_MEDIAN,BVP_MODE,BVP_SD,BVP_DIFF
1 -> 2,0.11012200000000005,0.11012199999999997,0.11012200000000003,0.11012200000000003,0.11012200000000005,3.98609107286759e-17,-4.625929269271485e-18,59.0,59.0,59.0,59.0,59.0,0.0,0.0,32.250000000000014,32.24999999999998,32.25,32.25,32.250000000000014,1.507288760336424e-14,-4.736951571734001e-15,-35.72,-42.79,-39.3775,-39.5,-42.79,2.642559128950572,2.356666666666667
1 -> 2,0.11012200000000005,0.11012199999999997,0.11012200000000003,0.11012200000000003,0.11012200000000005,3.98609107286759e-17,-4.625929269271485e-18,59.0,59.0,59.0,59.0,59.0,0.0,0.0,32.250000000000014,32.24999999999998,32.25,32.25,32.250000000000014,1.507288760336424e-14,-4.736951571734001e-15,-35.72,-42.79,-39.3775,-39.5,-42.79,2.642559128950572,2.356666666666667
1 -> 2,0.11012200000000005,0.11012199999999997,0.11012200000000003,0.11012200000000003,0.11012200000000005,3.98609107286759e-17,-4.625929269271485e-18,59.0,59.0,59.0,59.0,59.0,0.0,0.0,32.250000000000014,32.24999999999998,32.25,32.25,32.250000000000014,1.507288760336424e-14,-4.736951571734001e-15,-26.15,-33.08,-29.464999999999996,-29.314999999999998,-33.08,2.593785843125835,2.31
1 -> 2,0.11012200000000005,0.11012199999999997,0.11012200000000003,0.11012200000000003,0.11012200000000005,3.98609107286759e-17,-4.625929269271485e-18,59.0,59.0,59.0,59.0,59.0,0.0,0.0,32.250000000000014,32.24999999999998,32.25,32.25,32.250000000000014,1.507288760336424e-14,-4.736951571734001e-15,-26.15,-33.08,-29.464999999999996,-29.314999999999998,-33.08,2.593785843125835,2.31
1 -> 2,0.11012200000000005,0.11012199999999997,0.11012200000000003,0.11012200000000003,0.11012200000000005,3.98609107286759e-17,-4.625929269271485e-18,59.0,59.0,59.0,59.0,59.0,0.0,0.0,32.250000000000014,32.24999999999998,32.25,32.25,32.250000000000014,1.507288760336424e-14,-4.736951571734001e-15,-21.88,-24.65,-23.232499999999998,-23.2,-24.65,1.0218702217013664,0.9233333333333332
1 -> 2,0.11012200000000005,0.11012199999999997,0.11012200000000003,0.11012200000000003,0.11012200000000005,3.98609107286759e-17,-4.625929269271485e-18,59.0,59.0,59.0,59.0,59.0,0.0,0.0,32.250000000000014,32.24999999999998,32.25,32.25,32.250000000000014,1.507288760336424e-14,-4.736951571734001e-15,-21.88,-24.65,-23.232499999999998,-23.2,-24.65,1.0218702217013664,0.9233333333333332
1 -> 2,0.11012200000000005,0.11012199999999997,0.11012200000000003,0.11012200000000003,0.11012200000000005,3.98609107286759e-17,-4.625929269271485e-18,59.0,59.0,59.0,59.0,59.0,0.0,0.0,32.250000000000014,32.24999999999998,32.25,32.25,32.250000000000014,1.507288760336424e-14,-4.736951571734001e-15,-13.38,-20.57,-17.215,-17.455,-20.57,2.6962798445265284,2.3966666666666665
1 -> 2,0.11012200000000005,0.11012199999999997,0.11012200000000003,0.11012200000000003,0.11012200000000005,3.98609107286759e-17,-4.625929269271485e-18,59.0,59.0,59.0,59.0,59.0,0.0,0.0,32.250000000000014,32.24999999999998,32.25,32.25,32.250000000000014,1.507288760336424e-14,-4.736951571734001e-15,-13.38,-20.57,-17.215,-17.455,-20.57,2.6962798445265284,2.3966666666666665
1 -> 2,0.10756100000000006,0.107561,0.10756100000000003,0.10756100000000005,0.10756100000000006,2.5018537765542006e-17,4.625929269271485e-18,59.0,59.0,59.0,59.0,59.0,0.0,0.0,32.250000000000014,32.24999999999998,32.25,32.25,32.250000000000014,1.507288760336424e-14,-4.736951571734001e-15,-1.75,-10.36,-5.9825,-5.91,-10.36,3.210695991525825,2.8699999999999997
1 -> 2,0.10756100000000006,0.107561,0.10756100000000003,0.10756100000000005,0.10756100000000006,2.5018537765542006e-17,4.625929269271485e-18,59.0,59.0,59.0,59.0,59.0,0.0,0.0,32.250000000000014,32.24999999999998,32.25,32.25,32.250000000000014,1.507288760336424e-14,-4.736951571734001e-15,-1.75,-10.36,-5.9825,-5.91,-10.36,3.210695991525825,2.8699999999999997
1 -> 2,0.10756100000000006,0.107561,0.10756100000000003,0.10756100000000005,0.10756100000000006,2.5018537765542006e-17,4.625929269271485e-18,59.0,59.0,59.0,59.0,59.0,0.0,0.0,32.250000000000014,32.24999999999998,32.25,32.25,32.250000000000014,1.507288760336424e-14,-4.736951571734001e-15,7.66,0.84,4.3375,4.425,0.84,2.545038064548348,2.2733333333333334
1 -> 2,0.10756100000000006,0.107561,0.10756100000000003,0.10756100000000005,0.10756100000000006,2.5018537765542006e-17,4.625929269271485e-18,59.0,59.0,59.0,59.0,59.0,0.0,0.0,32.250000000000014,32.24999999999998,32.25,32.25,32.250000000000014,1.507288760336424e-14,-4.736951571734001e-15,7.66,0.84,4.3375,4.425,0.84,2.545038064548348,2.2733333333333334
1 -> 2,0.10756100000000006,0.107561,0.10756100000000003,0.10756100000000005,0.10756100000000006,2.5018537765542006e-17,4.625929269271485e-18,59.0,59.0,59.0,59.0,59.0,0.0,0.0,32.250000000000014,32.24999999999998,32.25,32.25,32.250000000000014,1.507288760336424e-14,-4.736951571734001e-15,11.95,9.44,10.965,11.235,9.44,0.9750512807027126,0.8366666666666666
1 -> 2,0.10756100000000006,0.107561,0.10756100000000003,0.10756100000000005,0.10756100000000006,2.5018537765542006e-17,4.625929269271485e-18,59.0,59.0,59.0,59.0,59.0,0.0,0.0,32.250000000000014,32.24999999999998,32.25,32.25,32.250000000000014,1.507288760336424e-14,-4.736951571734001e-15,11.95,9.44,10.965,11.235,9.44,0.9750512807027126,0.8366666666666666
1 -> 2,0.10756100000000006,0.107561,0.10756100000000003,0.10756100000000005,0.10756100000000006,2.5018537765542006e-17,4.625929269271485e-18,59.0,59.0,59.0,59.0,59.0,0.0,0.0,32.250000000000014,32.24999999999998,32.25,32.25,32.250000000000014,1.507288760336424e-14,-4.736951571734001e-15,12.48,11.6,11.899999999999999,11.76,11.6,0.3447462835187643,0.21666666666666679
