PHASE,EDA_MAX,EDA_MIN,EDA_MEAN,EDA_MEDIAN,EDA_MODE,EDA_SD,HR_MAX,HR_MIN,HR_MEAN,HR_MEDIAN,HR_MODE,HR_SD,SKT_MAX,SKT_MIN,SKT_MEAN,SKT_MEDIAN,SKT_MODE,SKT_SD,BVP_MAX,BVP_MIN,BVP_MEAN,BVP_MEDIAN,BVP_MODE,BVP_SD
1 -> 2,1.1373360000000003,1.137336,1.1373360000000001,1.1373360000000001,1.137336,2.220446049250313e-16,79.0,79.0,79.0,79.0,79.0,0.0,34.37000000000001,34.36999999999998,34.370000000000005,34.370000000000005,34.37000000000001,1.2306961192854808e-14,4.01,3.75,3.8425,3.8049999999999997,3.75,0.10084022015049346
1 -> 2,1.1373360000000003,1.137336,1.1373360000000001,1.1373360000000001,1.137336,2.220446049250313e-16,79.0,79.0,79.0,79.0,79.0,0.0,34.37000000000001,34.36999999999998,34.370000000000005,34.370000000000005,34.37000000000001,1.2306961192854808e-14,4.01,3.75,3.8425,3.8049999999999997,3.75,0.10084022015049346
1 -> 2,1.1373360000000003,1.137336,1.1373360000000001,1.1373360000000001,1.137336,2.220446049250313e-16,79.0,79.0,79.0,79.0,79.0,0.0,34.37000000000001,34.36999999999998,34.370000000000005,34.370000000000005,34.37000000000001,1.2306961192854808e-14,3.93,3.35,3.73,3.8200000000000003,3.35,0.23484037131634755
1 -> 2,1.1373360000000003,1.137336,1.1373360000000001,1.1373360000000001,1.137336,2.220446049250313e-16,79.0,79.0,79.0,79.0,79.0,0.0,34.37000000000001,34.36999999999998,34.370000000000005,34.370000000000005,34.37000000000001,1.2306961192854808e-14,3.93,3.35,3.73,3.8200000000000003,3.35,0.23484037131634755
1 -> 2,1.1373360000000003,1.137336,1.1373360000000001,1.1373360000000001,1.137336,2.220446049250313e-16,79.0,79.0,79.0,79.0,79.0,0.0,34.37000000000001,34.36999999999998,34.370000000000005,34.370000000000005,34.37000000000001,1.2306961192854808e-14,2.88,1.26,2.09,2.1100000000000003,1.26,0.6018720794321664
1 -> 2,1.1373360000000003,1.137336,1.1373360000000001,1.1373360000000001,1.137336,2.220446049250313e-16,79.0,79.0,79.0,79.0,79.0,0.0,34.37000000000001,34.36999999999998,34.370000000000005,34.370000000000005,34.37000000000001,1.2306961192854808e-14,2.88,1.26,2.09,2.1100000000000003,1.26,0.6018720794321664
1 -> 2,1.1373360000000003,1.137336,1.1373360000000001,1.1373360000000001,1.137336,2.220446049250313e-16,79.0,79.0,79.0,79.0,79.0,0.0,34.37000000000001,34.36999999999998,34.370000000000005,34.370000000000005,34.37000000000001,1.2306961192854808e-14,0.56,-2.25,-0.815,-0.785,-2.25,1.0514394894619472
1 -> 2,1.1373360000000003,1.137336,1.1373360000000001,1.1373360000000001,1.137336,2.220446049250313e-16,79.0,79.0,79.0,79.0,79.0,0.0,34.37000000000001,34.36999999999998,34.370000000000005,34.370000000000005,34.37000000000001,1.2306961192854808e-14,0.56,-2.25,-0.815,-0.785,-2.25,1.0514394894619472
1 -> 2,1.1360560000000004,1.1360559999999997,1.136056,1.1360560000000002,1.1360560000000004,3.3306690738754696e-16,79.0,79.0,79.0,79.0,79.0,0.0,34.37000000000001,34.36999999999998,34.370000000000005,34.370000000000005,34.37000000000001,1.2306961192854808e-14,-3.08,-3.99,-3.6675,-3.8,-3.99,0.36175786100650253
1 -> 2,1.1360560000000004,1.1360559999999997,1.136056,1.1360560000000002,1.1360560000000004,3.3306690738754696e-16,79.0,79.0,79.0,79.0,79.0,0.0,34.37000000000001,34.36999999999998,34.370000000000005,34.370000000000005,34.37000000000001,1.2306961192854808e-14,-3.08,-3.99,-3.6675,-3.8,-3.99,0.36175786100650253
1 -> 2,1.1360560000000004,1.1360559999999997,1.136056,1.1360560000000002,1.1360560000000004,3.3306690738754696e-16,79.0,79.0,79.0,79.0,79.0,0.0,34.37000000000001,34.36999999999998,34.370000000000005,34.370000000000005,34.37000000000001,1.2306961192854808e-14,-3.85,-4.1,-3.9425,-3.91,-4.1,0.09443913383762036
1 -> 2,1.1360560000000004,1.1360559999999997,1.136056,1.1360560000000002,1.1360560000000004,3.3306690738754696e-16,79.0,79.0,79.0,79.0,79.0,0.0,34.37000000000001,34.36999999999998,34.370000000000005,34.370000000000005,34.37000000000001,1.2306961192854808e-14,-3.85,-4.1,-3.9425,-3.91,-4.1,0.09443913383762036
1 -> 2,1.1360560000000004,1.1360559999999997,1.136056,1.1360560000000002,1.1360560000000004,3.3306690738754696e-16,79.0,79.0,79.0,79.0,79.0,0.0,34.37000000000001,34.36999999999998,34.370000000000005,34.370000000000005,34.37000000000001,1.2306961192854808e-14,-4.51,-7.27,-5.7475,-5.605,-7.27,1.0373132362020643
