PHASE,EDA_MAX,EDA_MIN,EDA_MEAN,EDA_MEDIAN,EDA_MODE,EDA_SD,EDA_DIFF,HR_MAX,HR_MIN,HR_MEAN,HR_MEDIAN,HR_MODE,HR_SD,HR_DIFF,SKT_MAX,SKT_MIN,SKT_MEAN,SKT_MEDIAN,SKT_MODE,SKT_SD,SKT_DIFF,BVP_MAX,BVP_MIN,BVP_MEAN,BVP_MEDIAN,BVP_MODE,BVP_SD,BVP_DIFF
1 -> 2,0.12162400000000005,0.12162399999999995,0.12162400000000001,0.12162400000000001,0.12162400000000005,4.550137020152556e-17,4.625929269271485e-18,75.0,75.0,75.0,75.0,75.0,0.0,0.0,33.79000000000001,33.78999999999999,33.790000000000006,33.790000000000006,33.79000000000001,8.702335715267317e-15,4.736951571734001e-15,-1.69,-2.58,-2.1375,-2.1399999999999997,-2.58,0.3278242669480099,-0.2966666666666667
1 -> 2,0.12162400000000005,0.12162399999999995,0.12162400000000001,0.12162400000000001,0.12162400000000005,4.550137020152556e-17,4.625929269271485e-18,75.0,75.0,75.0,75.0,75.0,0.0,0.0,33.79000000000001,33.78999999999999,33.790000000000006,33.790000000000006,33.79000000000001,8.702335715267317e-15,4.736951571734001e-15,-1.69,-2.58,-2.1375,-2.1399999999999997,-2.58,0.3278242669480099,-0.2966666666666667
1 -> 2,0.12162400000000005,0.12162399999999995,0.12162400000000001,0.12162400000000001,0.12162400000000005,4.550137020152556e-17,4.625929269271485e-18,75.0,75.0,75.0,75.0,75.0,0.0,0.0,33.79000000000001,33.78999999999999,33.790000000000006,33.790000000000006,33.79000000000001,8.702335715267317e-15,4.736951571734001e-15,-3.07,-5.94,-4.4,-4.295,-5.94,1.0784943208009954,-0.9566666666666669
1 -> 2,0.12162400000000005,0.12162399999999995,0.12162400000000001,0.12162400000000001,0.12162400000000005,4.550137020152556e-17,4.625929269271485e-18,75.0,75.0,75.0,75.0,75.0,0.0,0.0,33.79000000000001,33.78999999999999,33.790000000000006,33.790000000000006,33.79000000000001,8.702335715267317e-15,4.736951571734001e-15,-3.07,-5.94,-4.4,-4.295,-5.94,1.0784943208009954,-0.9566666666666669
1 -> 2,0.12162400000000005,0.12162399999999995,0.12162400000000001,0.12162400000000001,0.12162400000000005,4.550137020152556e-17,4.625929269271485e-18,75.0,75.0,75.0,75.0,75.0,0.0,0.0,33.79000000000001,33.78999999999999,33.790000000000006,33.790000000000006,33.79000000000001,8.702335715267317e-15,4.736951571734001e-15,-7.16,-10.61,-8.915,-8.945,-10.61,1.2860890326878616,-1.1499999999999997
1 -> 2,0.12162400000000005,0.12162399999999995,0.12162400000000001,0.12162400000000001,0.12162400000000005,4.550137020152556e-17,4.625929269271485e-18,75.0,75.0,75.0,75.0,75.0,0.0,0.0,33.79000000000001,33.78999999999999,33.790000000000006,33.790000000000006,33.79000000000001,8.702335715267317e-15,4.736951571734001e-15,-7.16,-10.61,-8.915,-8.945,-10.61,1.2860890326878616,-1.1499999999999997
1 -> 2,0.12162400000000005,0.12162399999999995,0.12162400000000001,0.12162400000000001,0.12162400000000005,4.550137020152556e-17,4.625929269271485e-18,75.0,75.0,75.0,75.0,75.0,0.0,0.0,33.79000000000001,33.78999999999999,33.790000000000006,33.790000000000006,33.79000000000001,8.702335715267317e-15,4.736951571734001e-15,-11.65,-14.27,-13.009999999999998,-13.059999999999999,-14.27,0.9784426401174469,-0.8733333333333331
1 -> 2,0.12162400000000005,0.12162399999999995,0.12162400000000001,0.12162400000000001,0.12162400000000005,4.550137020152556e-17,4.625929269271485e-18,75.0,75.0,75.0,75.0,75.0,0.0,0.0,33.79000000000001,33.78999999999999,33.790000000000006,33.790000000000006,33.79000000000001,8.702335715267317e-15,4.736951571734001e-15,-11.65,-14.27,-13.009999999999998,-13.059999999999999,-14.27,0.9784426401174469,-0.8733333333333331
1 -> 2,0.12034400000000006,0.12034399999999992,0.120344,0.120344,0.12034400000000006,6.088854689467823e-17,-1.3877787807814457e-17,75.0,75.0,75.0,75.0,75.0,0.0,0.0,33.79000000000001,33.78999999999999,33.790000000000006,33.790000000000006,33.79000000000001,8.702335715267317e-15,4.736951571734001e-15,-14.92,-16.7,-15.787500000000001,-15.765,-16.7,0.6611873788874072,-0.5933333333333332
1 -> 2,0.12034400000000006,0.12034399999999992,0.120344,0.120344,0.12034400000000006,6.088854689467823e-17,-1.3877787807814457e-17,75.0,75.0,75.0,75.0,75.0,0.0,0.0,33.79000000000001,33.78999999999999,33.790000000000006,33.790000000000006,33.79000000000001,8.702335715267317e-15,4.736951571734001e-15,-14.92,-16.7,-15.787500000000001,-15.765,-16.7,0.6611873788874072,-0.5933333333333332
1 -> 2,0.12034400000000006,0.12034399999999992,0.120344,0.120344,0.12034400000000006,6.088854689467823e-17,-1.3877787807814457e-17,75.0,75.0,75.0,75.0,75.0,0.0,0.0,33.79000000000001,33.78999999999999,33.790000000000006,33.790000000000006,33.79000000000001,8.702335715267317e-15,4.736951571734001e-15,-17.58,-22.07,-19.68,-19.535,-22.07,1.6833448844488175,-1.4966666666666673
1 -> 2,0.12034400000000006,0.12034399999999992,0.120344,0.120344,0.12034400000000006,6.088854689467823e-17,-1.3877787807814457e-17,75.0,75.0,75.0,75.0,75.0,0.0,0.0,33.79000000000001,33.78999999999999,33.790000000000006,33.790000000000006,33.79000000000001,8.702335715267317e-15,4.736951571734001e-15,-17.58,-22.07,-19.68,-19.535,-22.07,1.6833448844488175,-1.4966666666666673
1 -> 2,0.12034400000000006,0.12034399999999992,0.120344,0.120344,0.12034400000000006,6.088854689467823e-17,-1.3877787807814457e-17,75.0,75.0,75.0,75.0,75.0,0.0,0.0,33.79000000000001,33.78999999999999,33.790000000000006,33.790000000000006,33.79000000000001,8.702335715267317e-15,4.736951571734001e-15,-23.88,-26.5,-25.5475,-25.905,-26.5,1.0504612082318896,-0.8733333333333336
1 -> 2,0.12034400000000006,0.12034399999999992,0.120344,0.120344,0.12034400000000006,6.088854689467823e-17,-1.3877787807814457e-17,75.0,75.0,75.0,75.0,75.0,0.0,0.0,33.79000000000001,33.78999999999999,33.790000000000006,33.790000000000006,33.79000000000001,8.702335715267317e-15,4.736951571734001e-15,-23.88,-26.5,-25.5475,-25.905,-26.5,1.0504612082318896,-0.8733333333333336
1 -> 2,0.12034400000000006,0.12034399999999992,0.120344,0.120344,0.12034400000000006,6.088854689467823e-17,-1.3877787807814457e-17,75.0,75.0,75.0,75.0,75.0,0.0,0.0,33.79000000000001,33.78999999999999,33.790000000000006,33.790000000000006,33.79000000000001,8.702335715267317e-15,4.736951571734001e-15,-17.02,-25.59,-21.732499999999998,-22.16,-25.59,3.2294223554685444,2.856666666666667
