TIME,EDA,HR,TEMP
12:57:27,0.24972399999999997,64.0,32.81
12:57:27,0.248444,64.0,32.81
12:57:27,0.248444,64.0,32.81
12:57:27,0.24716300000000002,64.0,32.81
12:57:28,0.248444,64.5,32.79
12:57:28,0.24972399999999997,64.5,32.79
12:57:28,0.24972399999999997,64.5,32.79
12:57:28,0.25100500000000003,64.5,32.79
12:57:29,0.248444,66.33,32.81
12:57:29,0.248444,66.33,32.81
12:57:29,0.24716300000000002,66.33,32.81
12:57:29,0.248444,66.33,32.81
12:57:30,0.24716300000000002,62.75,32.77
12:57:30,0.24716300000000002,62.75,32.77
12:57:30,0.24716300000000002,62.75,32.77
12:57:30,0.248444,62.75,32.77
12:57:31,0.25100500000000003,62.0,32.81
12:57:31,0.25356599999999996,62.0,32.81
12:57:31,0.254847,62.0,32.81
12:57:31,0.254847,62.0,32.81
12:57:32,0.254847,69.83,32.75
12:57:32,0.258689,69.83,32.75
12:57:32,0.258689,69.83,32.75
12:57:32,0.25740799999999997,69.83,32.75
12:57:33,0.258689,75.29,32.81
12:57:33,0.258689,75.29,32.81
12:57:33,0.258689,75.29,32.81
12:57:33,0.259969,75.29,32.81
12:57:34,0.262531,79.5,32.79
12:57:34,0.263811,79.5,32.79
12:57:34,0.265092,79.5,32.79
12:57:34,0.280459,79.5,32.79
12:57:35,0.308634,82.78,32.81
12:57:35,0.275337,82.78,32.81
12:57:35,0.268934,82.78,32.81
12:57:35,0.26765300000000003,82.78,32.81
12:57:36,0.26765300000000003,85.0,32.75
12:57:36,0.266373,85.0,32.75
12:57:36,0.263811,85.0,32.75
12:57:36,0.263811,85.0,32.75
12:57:37,0.263811,86.73,32.79
12:57:37,0.265092,86.73,32.79
12:57:37,0.268934,86.73,32.79
12:57:37,0.262531,86.73,32.79
12:57:38,0.263811,88.08,32.79
12:57:38,0.262531,88.08,32.79
12:57:38,0.265092,88.08,32.79
12:57:38,0.263811,88.08,32.79
12:57:39,0.262531,89.23,32.79
