TIME,EDA,HR,TEMP
14:57:19,0.745418,55.0,34.93
14:57:19,0.744138,55.0,34.93
14:57:19,0.744138,55.0,34.93
14:57:19,0.742857,55.0,34.93
14:57:20,0.741577,69.0,34.93
14:57:20,0.740297,69.0,34.93
14:57:20,0.740297,69.0,34.93
14:57:20,0.739016,69.0,34.93
14:57:21,0.737736,62.33,34.93
14:57:21,0.735175,62.33,34.93
14:57:21,0.735175,62.33,34.93
14:57:21,0.735175,62.33,34.93
14:57:22,0.732615,61.25,34.93
14:57:22,0.732615,61.25,34.93
14:57:22,0.732615,61.25,34.93
14:57:22,0.731334,61.25,34.93
14:57:23,0.732615,60.6,34.89
14:57:23,0.728774,60.6,34.89
14:57:23,0.730054,60.6,34.89
14:57:23,0.728774,60.6,34.89
14:57:24,0.7249329999999999,71.0,34.93
14:57:24,0.7236520000000001,71.0,34.93
14:57:24,0.722372,71.0,34.93
14:57:24,0.721092,71.0,34.93
14:57:25,0.719811,78.0,34.91
14:57:25,0.722372,78.0,34.91
14:57:25,0.721092,78.0,34.91
14:57:25,0.722372,78.0,34.91
14:57:26,0.7274930000000001,83.88,34.89
14:57:26,0.737736,83.88,34.89
14:57:26,0.740297,83.88,34.89
14:57:26,0.745418,83.88,34.89
14:57:27,0.745418,88.44,34.89
14:57:27,0.744138,88.44,34.89
14:57:27,0.742857,88.44,34.89
14:57:27,0.739016,88.44,34.89
14:57:28,0.737736,92.0,34.87
14:57:28,0.736456,92.0,34.87
14:57:28,0.728774,92.0,34.87
14:57:28,0.728774,92.0,34.87
14:57:29,0.7249329999999999,94.09,34.93
14:57:29,0.718531,94.09,34.93
14:57:29,0.722372,94.09,34.93
14:57:29,0.718531,94.09,34.93
14:57:30,0.715971,95.92,34.91
14:57:30,0.715971,95.92,34.91
14:57:30,0.717251,95.92,34.91
14:57:30,0.717251,95.92,34.91
14:57:31,0.7146899999999999,97.0,34.91
14:57:31,0.717251,97.0,34.91
14:57:31,0.717251,97.0,34.91
14:57:31,0.715971,97.0,34.91
14:57:32,0.71341,98.0,34.93
14:57:32,0.71341,98.0,34.93
14:57:32,0.71341,98.0,34.93
14:57:32,0.719811,98.0,34.93
14:57:33,0.736456,98.67,34.89
14:57:33,0.746698,98.67,34.89
14:57:33,0.760782,98.67,34.89
14:57:33,0.767184,98.67,34.89
14:57:34,0.769744,99.5,34.89
14:57:34,0.776146,99.5,34.89
14:57:34,0.769744,99.5,34.89
14:57:34,0.762062,99.5,34.89
14:57:35,0.758221,100.41,34.91
14:57:35,0.75438,100.41,34.91
14:57:35,0.747979,100.41,34.91
14:57:35,0.742857,100.41,34.91
14:57:36,0.739016,101.83,34.91
14:57:36,0.739016,101.83,34.91
14:57:36,0.736456,101.83,34.91
14:57:36,0.735175,101.83,34.91
14:57:37,0.736456,101.84,34.89
14:57:37,0.731334,101.84,34.89
14:57:37,0.732615,101.84,34.89
14:57:37,0.731334,101.84,34.89
14:57:38,0.730054,101.45,34.93
14:57:38,0.733895,101.45,34.93
14:57:38,0.7274930000000001,101.45,34.93
14:57:38,0.730054,101.45,34.93
14:57:39,0.7249329999999999,101.1,34.89
14:57:39,0.7274930000000001,101.1,34.89
14:57:39,0.730054,101.1,34.89
14:57:39,0.740297,101.1,34.89
14:57:40,0.747979,100.82,34.91
14:57:40,0.736456,100.82,34.91
14:57:40,0.731334,100.82,34.91
14:57:40,0.730054,100.82,34.91
14:57:41,0.728774,100.26,34.87
14:57:41,0.728774,100.26,34.87
14:57:41,0.731334,100.26,34.87
14:57:41,0.739016,100.26,34.87
14:57:42,0.756941,99.71,34.89
14:57:42,0.7825479999999999,99.71,34.89
14:57:42,0.806874,99.71,34.89
14:57:42,0.8363209999999999,99.71,34.89
14:57:43,0.850405,99.2,34.89
14:57:43,0.855526,99.2,34.89
14:57:43,0.850405,99.2,34.89
14:57:43,0.817116,99.2,34.89
14:57:44,0.8017529999999999,98.77,34.87
14:57:44,0.799192,98.77,34.87
14:57:44,0.795351,98.77,34.87
14:57:44,0.8440030000000001,98.77,34.87
14:57:45,0.911861,98.37,34.89
14:57:45,0.9323459999999999,98.37,34.89
14:57:45,0.900338,98.37,34.89
14:57:45,0.8888149999999999,98.37,34.89
14:57:46,0.8836940000000001,97.96,34.91
14:57:46,0.8811329999999999,97.96,34.91
14:57:46,0.8811329999999999,97.96,34.91
14:57:46,0.8849739999999999,97.96,34.91
14:57:47,0.8875350000000001,97.41,34.91
14:57:47,0.8939360000000001,97.41,34.91
14:57:47,0.897777,97.41,34.91
14:57:47,0.901618,97.41,34.91
14:57:48,0.916982,96.83,34.91
14:57:48,0.919543,96.83,34.91
14:57:48,0.9246639999999999,96.83,34.91
14:57:48,0.952831,96.83,34.91
14:57:49,0.9938020000000001,96.26,34.91
14:57:49,1.051417,96.26,34.91
14:57:49,1.098858,96.26,34.91
14:57:49,1.18464,96.26,34.91
14:57:50,1.238414,95.69,34.91
14:57:50,1.240974,95.69,34.91
14:57:50,1.253778,95.69,34.91
14:57:50,1.26146,95.69,34.91
14:57:51,1.258899,95.0,34.89
14:57:51,1.257619,95.0,34.89
14:57:51,1.216648,95.0,34.89
14:57:51,1.178238,95.0,34.89
14:57:52,1.143669,94.35,34.89
14:57:52,1.1091,94.35,34.89
14:57:52,1.083494,94.35,34.89
14:57:52,1.06813,94.35,34.89
14:57:53,1.059168,93.77,34.91
14:57:53,1.052766,93.77,34.91
14:57:53,1.0438040000000002,93.77,34.91
14:57:53,1.037402,93.77,34.91
14:57:54,1.025879,93.11,34.91
14:57:54,1.018197,93.11,34.91
14:57:54,1.007955,93.11,34.91
14:57:54,1.000273,93.11,34.91
14:57:55,0.992591,92.43,34.89
14:57:55,0.986189,92.43,34.89
14:57:55,0.981068,92.43,34.89
14:57:55,0.9721049999999999,92.43,34.89
14:57:56,0.9721049999999999,91.82,34.89
14:57:56,0.9733860000000001,91.82,34.89
14:57:56,0.9759459999999999,91.82,34.89
14:57:56,0.9580219999999999,91.82,34.89
14:57:57,0.9580219999999999,91.28,34.91
14:57:57,0.9605819999999999,91.28,34.91
14:57:57,0.9657040000000001,91.28,34.91
14:57:57,0.970825,91.28,34.91
14:57:58,0.9836280000000001,90.7,34.89
14:57:58,0.992591,90.7,34.89
14:57:58,0.998992,90.7,34.89
14:57:58,1.002833,90.7,34.89
14:57:59,0.996432,90.15,34.91
14:57:59,0.997712,90.15,34.91
14:57:59,0.99131,90.15,34.91
14:57:59,0.984909,90.15,34.91
14:58:00,0.9836280000000001,89.64,34.91
14:58:00,0.9836280000000001,89.64,34.91
14:58:00,0.9797870000000001,89.64,34.91
14:58:00,0.9797870000000001,89.64,34.91
14:58:01,0.9772270000000001,89.3,34.91
14:58:01,0.974666,89.3,34.91
14:58:01,0.9695450000000001,89.3,34.91
14:58:01,0.9657040000000001,89.3,34.91
14:58:02,0.9631430000000001,88.98,34.93
14:58:02,0.9618629999999999,88.98,34.93
14:58:02,0.956741,88.98,34.93
14:58:02,0.9529,88.98,34.93
14:58:03,0.949059,88.56,34.89
14:58:03,0.946499,88.56,34.89
14:58:03,0.9439379999999999,88.56,34.89
14:58:03,0.941377,88.56,34.89
14:58:04,0.937536,88.17,34.87
14:58:04,0.947779,88.17,34.87
14:58:04,0.938817,88.17,34.87
14:58:04,0.936256,88.17,34.87
14:58:05,0.934976,87.83,34.87
14:58:05,0.933695,87.83,34.87
14:58:05,0.933695,87.83,34.87
14:58:05,0.9298540000000001,87.83,34.87
14:58:06,0.9272940000000001,87.56,34.89
14:58:06,0.926013,87.56,34.89
14:58:06,0.9234530000000001,87.56,34.89
14:58:06,0.9196120000000001,87.56,34.89
14:58:07,0.9196120000000001,87.57,34.89
14:58:07,0.920892,87.57,34.89
14:58:07,0.9183319999999999,87.57,34.89
14:58:07,0.9144909999999999,87.57,34.89
14:58:08,0.9132100000000001,87.62,34.91
14:58:08,0.9144909999999999,87.62,34.91
14:58:08,0.91065,87.62,34.91
14:58:08,0.91065,87.62,34.91
14:58:09,0.91065,87.63,34.91
14:58:09,0.9080889999999999,87.63,34.91
14:58:09,0.9119299999999999,87.63,34.91
14:58:09,0.9042479999999999,87.63,34.91
14:58:10,0.9055280000000001,87.62,34.91
14:58:10,0.902968,87.62,34.91
14:58:10,0.9055280000000001,87.62,34.91
14:58:10,0.9016870000000001,87.62,34.91
14:58:11,0.8978459999999999,87.58,34.89
14:58:11,0.8978459999999999,87.58,34.89
