TIME,EDA,HR,TEMP
01:20:03,3.6182230000000004,52.0,34.65
01:20:03,3.5657300000000003,52.0,34.65
01:20:03,3.5119559999999996,52.0,34.65
01:20:03,3.4620230000000003,52.0,34.65
01:20:04,3.40825,78.5,34.65
01:20:04,3.468425,78.5,34.65
01:20:04,3.5068349999999997,78.5,34.65
01:20:04,3.5631690000000003,78.5,34.65
01:20:05,3.6182230000000004,69.67,34.66
01:20:05,3.660474,69.67,34.66
01:20:05,3.6771190000000002,69.67,34.66
01:20:05,3.6835199999999997,69.67,34.66
01:20:06,3.6783989999999998,74.25,34.63
01:20:06,3.718089,74.25,34.63
01:20:06,3.7475370000000003,74.25,34.63
01:20:06,3.765461,74.25,34.63
01:20:07,3.7705830000000002,77.0,34.63
01:20:07,3.75906,77.0,34.63
01:20:07,3.7244910000000004,77.0,34.63
01:20:07,3.6886419999999998,77.0,34.63
01:20:08,3.6566330000000002,77.33,34.61
01:20:08,3.6310269999999996,77.33,34.61
01:20:08,3.6054199999999996,77.33,34.61
01:20:08,3.5900559999999997,77.33,34.61
01:20:09,3.5759730000000003,77.43,34.63
01:20:09,3.5682910000000003,77.43,34.63
01:20:09,3.56701,77.43,34.63
01:20:09,3.570851,77.43,34.63
01:20:10,3.569571,77.5,34.63
01:20:10,3.572132,77.5,34.63
01:20:10,3.5682910000000003,77.5,34.63
01:20:10,3.56445,77.5,34.63
01:20:11,3.559328,77.22,34.65
01:20:11,3.559328,77.22,34.65
01:20:11,3.554207,77.22,34.65
01:20:11,3.5554870000000003,77.22,34.65
01:20:12,3.5657300000000003,77.0,34.63
01:20:12,3.5977379999999997,77.0,34.63
01:20:12,3.637428,77.0,34.63
01:20:12,3.670717,77.0,34.63
01:20:13,3.6912019999999997,76.09,34.63
01:20:13,3.6886419999999998,76.09,34.63
01:20:13,3.684801,76.09,34.63
01:20:13,3.664315,76.09,34.63
01:20:14,3.6489510000000003,75.33,34.63
01:20:14,3.655353,75.33,34.63
01:20:14,3.705286,75.33,34.63
01:20:14,3.756499,75.33,34.63
01:20:15,3.7846660000000005,74.77,34.63
01:20:15,3.7923480000000005,74.77,34.63
01:20:15,3.783386,74.77,34.63
01:20:15,3.7603400000000002,74.77,34.63
01:20:16,3.7244910000000004,74.43,34.65
01:20:16,3.692482,74.43,34.65
01:20:16,3.663035,74.43,34.65
01:20:16,3.64255,74.43,34.65
01:20:17,3.629746,74.27,34.63
01:20:17,3.619504,74.27,34.63
01:20:17,3.622064,74.27,34.63
01:20:17,3.6284660000000004,74.27,34.63
01:20:18,3.6335870000000003,74.06,34.63
01:20:18,3.634868,74.06,34.63
01:20:18,3.634868,74.06,34.63
01:20:18,3.6335870000000003,74.06,34.63
01:20:19,3.6284660000000004,73.88,34.65
01:20:19,3.627186,73.88,34.65
01:20:19,3.6310269999999996,73.88,34.65
01:20:19,3.673278,73.88,34.65
01:20:20,3.7846660000000005,73.78,34.65
01:20:20,3.8960550000000005,73.78,34.65
01:20:20,3.95367,73.78,34.65
01:20:20,4.00011,73.78,34.65
01:20:21,3.9757839999999995,73.74,34.63
01:20:21,3.938654,73.74,34.63
01:20:21,3.878479,73.74,34.63
01:20:21,3.8272660000000003,73.74,34.63
01:20:22,3.8042199999999995,73.75,34.63
01:20:22,3.8016589999999995,73.75,34.63
01:20:22,3.799099,73.75,34.63
01:20:22,3.7862949999999995,73.75,34.63
01:20:23,3.7530069999999998,73.71,34.65
01:20:23,3.712036,73.71,34.65
01:20:23,3.6633839999999998,73.71,34.65
01:20:23,3.612171,73.71,34.65
01:20:24,3.5673589999999997,73.68,34.65
01:20:24,3.53151,73.68,34.65
01:20:24,3.500782,73.68,34.65
01:20:24,3.4866980000000005,73.68,34.65
01:20:25,3.470054,73.65,34.65
01:20:25,3.4636519999999997,73.65,34.65
01:20:25,3.4649330000000003,73.65,34.65
01:20:25,3.4738949999999997,73.65,34.65
01:20:26,3.490539,73.58,34.63
01:20:26,3.4892589999999997,73.58,34.63
01:20:26,3.487979,73.58,34.63
01:20:26,3.521267,73.58,34.63
01:20:27,3.580162,73.52,34.66
01:20:27,3.632656,73.52,34.66
01:20:27,3.6544220000000003,73.52,34.66
01:20:27,3.6467389999999997,73.52,34.66
01:20:28,3.60961,73.46,34.66
01:20:28,3.5980870000000005,73.46,34.66
01:20:28,3.603208,73.46,34.66
