TIME,EDA,HR,TEMP
14:14:15,0.556876,61.0,33.79
14:14:15,0.555596,61.0,33.79
14:14:15,0.556876,61.0,33.79
14:14:15,0.558156,61.0,33.79
14:14:16,0.5594359999999999,61.0,33.81
14:14:16,0.560717,61.0,33.81
14:14:16,0.5594359999999999,61.0,33.81
14:14:16,0.5619970000000001,61.0,33.81
14:14:17,0.5594359999999999,58.0,33.79
14:14:17,0.5619970000000001,58.0,33.79
14:14:17,0.560717,58.0,33.79
14:14:17,0.560717,58.0,33.79
14:14:18,0.560717,58.0,33.79
14:14:18,0.563277,58.0,33.79
14:14:18,0.5619970000000001,58.0,33.79
14:14:18,0.560717,58.0,33.79
14:14:19,0.560717,57.6,33.79
14:14:19,0.5594359999999999,57.6,33.79
14:14:19,0.5619970000000001,57.6,33.79
14:14:19,0.5594359999999999,57.6,33.79
14:14:20,0.5594359999999999,60.67,33.79
14:14:20,0.5594359999999999,60.67,33.79
14:14:20,0.556876,60.67,33.79
14:14:20,0.556876,60.67,33.79
14:14:21,0.555596,63.0,33.77
14:14:21,0.554316,63.0,33.77
14:14:21,0.554316,63.0,33.77
14:14:21,0.558156,63.0,33.77
14:14:22,0.556876,65.62,33.79
14:14:22,0.558156,65.62,33.79
14:14:22,0.555596,65.62,33.79
14:14:22,0.558156,65.62,33.79
14:14:23,0.555596,68.0,33.79
14:14:23,0.555596,68.0,33.79
14:14:23,0.554316,68.0,33.79
14:14:23,0.554316,68.0,33.79
14:14:24,0.554316,70.1,33.79
14:14:24,0.556876,70.1,33.79
14:14:24,0.555596,70.1,33.79
14:14:24,0.555596,70.1,33.79
14:14:25,0.558156,72.27,33.77
14:14:25,0.556876,72.27,33.77
14:14:25,0.563277,72.27,33.77
14:14:25,0.558156,72.27,33.77
14:14:26,0.558156,74.08,33.77
14:14:26,0.558156,74.08,33.77
14:14:26,0.5594359999999999,74.08,33.77
14:14:26,0.5594359999999999,74.08,33.77
14:14:27,0.5594359999999999,75.46,33.79
14:14:27,0.5594359999999999,75.46,33.79
14:14:27,0.560717,75.46,33.79
14:14:27,0.563277,75.46,33.79
14:14:28,0.5619970000000001,76.5,33.83
14:14:28,0.560717,76.5,33.83
14:14:28,0.558156,76.5,33.83
14:14:28,0.558156,76.5,33.83
14:14:29,0.556876,77.33,33.79
14:14:29,0.558156,77.33,33.79
14:14:29,0.556876,77.33,33.79
14:14:29,0.558156,77.33,33.79
14:14:30,0.558156,78.31,33.77
14:14:30,0.5619970000000001,78.31,33.77
14:14:30,0.5594359999999999,78.31,33.77
