TIME,EDA,HR,TEMP
14:56:14,10.327134,58.0,34.03
14:56:14,10.325853,58.0,34.03
14:56:14,10.324574,58.0,34.03
14:56:14,10.332253,58.0,34.03
14:56:15,10.357854,58.5,34.0
14:56:15,10.392415,58.5,34.0
14:56:15,10.392415,58.5,34.0
14:56:15,10.426975,58.5,34.0
14:56:16,10.452575999999999,66.67,34.0
14:56:16,10.481977,66.67,34.0
14:56:16,10.437178,66.67,34.0
14:56:16,10.391096000000001,66.67,34.0
14:56:17,10.389816,64.75,33.99
14:56:17,10.382136000000001,64.75,33.99
14:56:17,10.371896000000001,64.75,33.99
14:56:17,10.360375999999999,64.75,33.99
14:56:18,10.350136000000001,66.4,33.97
14:56:18,10.346295,66.4,33.97
14:56:18,10.339895,66.4,33.97
14:56:18,10.329656,66.4,33.97
14:56:19,10.321976,65.0,33.99
14:56:19,10.313015,65.0,33.99
14:56:19,10.313015,65.0,33.99
14:56:19,10.334776,65.0,33.99
14:56:20,10.411577000000001,64.14,33.99
14:56:20,10.511417999999999,64.14,33.99
14:56:20,10.60998,64.14,33.99
14:56:20,10.721342,64.14,33.99
14:56:21,10.823744,63.62,33.99
14:56:21,10.895425,63.62,33.99
14:56:21,10.927425,63.62,33.99
14:56:21,10.932546,63.62,33.99
14:56:22,10.903105,63.78,33.99
14:56:22,10.864704,63.78,33.99
14:56:22,10.808383000000001,63.78,33.99
14:56:22,10.753343,63.78,33.99
14:56:23,10.708542,63.5,33.97
14:56:23,10.699581,63.5,33.97
14:56:23,10.749502,63.5,33.97
14:56:23,10.836544,63.5,33.97
14:56:24,10.936385000000001,63.09,33.99
14:56:24,11.006786,63.09,33.99
14:56:24,11.095668,63.09,33.99
14:56:24,11.116147999999999,63.09,33.99
14:56:25,11.091828,62.75,33.99
14:56:25,11.044467,62.75,33.99
14:56:25,10.990706,62.75,33.99
14:56:25,10.926705,62.75,33.99
14:56:26,10.871663999999999,62.46,33.97
14:56:26,10.816624000000001,62.46,33.97
14:56:26,10.760303,62.46,33.97
14:56:26,10.788463,62.46,33.97
14:56:27,10.730862,62.07,33.97
14:56:27,10.692461999999999,62.07,33.97
14:56:27,10.695022,62.07,33.97
14:56:27,10.673262,62.07,33.97
14:56:28,10.6259,61.2,33.97
14:56:28,10.6131,61.2,33.97
14:56:28,10.59774,61.2,33.97
14:56:28,10.591339999999999,61.2,33.97
14:56:29,10.582379,60.62,33.97
14:56:29,10.56574,60.62,33.97
14:56:29,10.550379,60.62,33.97
14:56:29,10.533739,60.62,33.97
14:56:30,10.520939,60.18,33.99
14:56:30,10.508139,60.18,33.99
14:56:30,10.497898,60.18,33.99
14:56:30,10.479978,60.18,33.99
14:56:31,10.471017999999999,59.89,33.97
14:56:31,10.460777,59.89,33.97
14:56:31,10.449977,59.89,33.97
14:56:31,10.444858,59.89,33.97
14:56:32,10.455097,59.58,33.97
14:56:32,10.490938,59.58,33.97
14:56:32,10.535739,59.58,33.97
14:56:32,10.571579,59.58,33.97
14:56:33,10.59334,59.35,33.95
14:56:33,10.597178999999999,59.35,33.95
14:56:33,10.58822,59.35,33.95
14:56:33,10.575419,59.35,33.95
14:56:34,10.549819,59.14,33.97
14:56:34,10.528058999999999,59.14,33.97
14:56:34,10.497338000000001,59.14,33.97
14:56:34,10.489658,59.14,33.97
14:56:35,10.496058,59.18,33.95
