TIME,EDA,HR,TEMP
23:46:30,3.249018,55.0,34.97
23:46:30,3.243897,55.0,34.97
23:46:30,3.243897,55.0,34.97
23:46:30,3.2387759999999997,55.0,34.97
23:46:31,3.2413369999999997,70.0,34.97
23:46:31,3.2413369999999997,70.0,34.97
23:46:31,3.2528599999999996,70.0,34.97
23:46:31,3.243897,70.0,34.97
23:46:32,3.2374959999999997,76.33,34.97
23:46:32,3.2387759999999997,76.33,34.97
23:46:32,3.2310939999999997,76.33,34.97
23:46:32,3.2234119999999997,76.33,34.97
23:46:33,3.2234119999999997,72.5,34.97
23:46:33,3.2208509999999997,72.5,34.97
23:46:33,3.192684,72.5,34.97
23:46:33,3.190123,72.5,34.97
23:46:34,3.190123,70.0,34.97
23:46:34,3.192684,70.0,34.97
23:46:34,3.191404,70.0,34.97
23:46:34,3.187563,70.0,34.97
23:46:35,3.183722,74.67,34.97
23:46:35,3.186282,74.67,34.97
23:46:35,3.182441,74.67,34.97
23:46:35,3.182441,74.67,34.97
23:46:36,3.197805,78.0,34.95
23:46:36,3.21445,78.0,34.95
23:46:36,3.208048,78.0,34.95
23:46:36,3.210609,78.0,34.95
23:46:37,3.202927,80.25,34.95
23:46:37,3.2093279999999997,80.25,34.95
23:46:37,3.2208509999999997,80.25,34.95
23:46:37,3.236215,80.25,34.95
23:46:38,3.251579,81.89,34.97
23:46:38,3.261822,81.89,34.97
23:46:38,3.264382,81.89,34.97
23:46:38,3.266943,81.89,34.97
23:46:39,3.268224,83.2,34.97
23:46:39,3.275905,83.2,34.97
23:46:39,3.284868,83.2,34.97
23:46:39,3.270784,83.2,34.97
23:46:40,3.266943,84.27,34.97
23:46:40,3.2835870000000003,84.27,34.97
23:46:40,3.339922,84.27,34.97
23:46:40,3.407779,84.27,34.97
23:46:41,3.466674,85.25,34.97
23:46:41,3.551646,85.25,34.97
23:46:41,3.5746919999999998,85.25,34.97
23:46:41,3.577253,85.25,34.97
23:46:42,3.5580480000000003,86.23,34.97
23:46:42,3.5286,86.23,34.97
23:46:42,3.4991529999999997,86.23,34.97
23:46:42,3.470986,86.23,34.97
23:46:43,3.44794,87.21,34.97
23:46:43,3.427454,87.21,34.97
23:46:43,3.4108099999999997,87.21,34.97
23:46:43,3.3928849999999997,87.21,34.97
23:46:44,3.3877639999999998,88.27,34.97
23:46:44,3.381363,88.27,34.97
23:46:44,3.3724,88.27,34.97
23:46:44,3.367279,88.27,34.97
23:46:45,3.362158,89.31,34.97
23:46:45,3.362158,89.31,34.97
23:46:45,3.358317,89.31,34.97
23:46:45,3.348074,89.31,34.97
23:46:46,3.345513,90.29,34.97
23:46:46,3.344233,90.29,34.97
23:46:46,3.341672,90.29,34.97
23:46:46,3.3301489999999996,90.29,34.97
23:46:47,3.322468,91.22,34.97
23:46:47,3.323748,91.22,34.97
23:46:47,3.335271,91.22,34.97
